Time,Host,Service,Port,Protocol,Type,Data
"2025-09-08 07:58:48 UTC","10.4.64.221","https-alt","8443","tcp","nmap.nse.ssl-cert.tcp.8443","{""output""=>""Subject: commonName=69570069-a41e-4de5-87c3-a7c157f22695.gwt.cloudapp.net\nSubject Alternative Name: DNS:azuregateway-69570069-a41e-4de5-87c3-a7c157f22695-78247ffd3014.gwt.cloudapp.net\nNot valid before: 2025-06-27T02:03:27\nNot valid after: 2025-12-24T02:03:27""}"
"2025-09-08 07:58:48 UTC","10.4.64.221","https-alt","8443","tcp","nmap.nse.ssl-date.tcp.8443","{""output""=>""TLS randomness does not represent time""}"
"2025-09-08 07:58:48 UTC","10.84.185.246","https","443","tcp","nmap.nse.sstp-discover.tcp.443","{""output""=>""SSTP is supported.""}"
"2025-09-08 07:58:48 UTC","10.84.185.246","https","443","tcp","nmap.nse.http-server-header.tcp.443","{""output""=>""Microsoft-HTTPAPI/2.0""}"
"2025-09-08 07:58:48 UTC","10.84.185.246","https","443","tcp","nmap.nse.ssl-date.tcp.443","{""output""=>""TLS randomness does not represent time""}"
"2025-09-08 07:58:48 UTC","10.84.185.246","https","443","tcp","nmap.nse.http-title.tcp.443","{""output""=>""Not Found""}"
"2025-09-08 07:58:48 UTC","10.84.185.246","https","443","tcp","nmap.nse.ssl-cert.tcp.443","{""output""=>""Subject: commonName=cff3c408-0eac-4938-9900-9e42934618d0.vpn.azure.com/organizationName=Microsoft Corporation/stateOrProvinceName=Washington/countryName=US\nSubject Alternative Name: DNS:cff3c408-0eac-4938-9900-9e42934618d0.vpn.azure.com, DNS:azuregateway-cff3c408-0eac-4938-9900-9e42934618d0-fdfbc079889b.vpn.azure.com\nNot valid before: 2025-02-14T00:00:00\nNot valid after: 2026-02-14T23:59:59""}"
"2025-09-08 08:45:18 UTC","10.252.176.154","https","443","tcp","nmap.nse.http-methods.tcp.443","{""output""=>""\n Supported Methods: GET HEAD TRACE OPTIONS\n Potentially risky methods: TRACE""}"
"2025-09-08 08:45:18 UTC","10.252.176.154","https","443","tcp","nmap.nse.http-headers.tcp.443","{""output""=>""\n Cache-Control: no-cache\n Pragma: no-cache\n X-Content-Type-Options: nosniff\n X-XSS-Protection: 1; mode=block\n Strict-Transport-Security: max-age=31536000;includeSubDomains; preload\n Set-Cookie: JSESSIONID=5D549DADDE4E03E66DB245AABE4A052B; Path=/; Secure; HttpOnly\n Cache-Control: no-cache\n Pragma: no-cache\n Last-Modified: Tue, 05 Aug 2025 01:50:21 GMT\n Content-Type: text/html\n Transfer-Encoding: chunked\n Date: Mon, 08 Sep 2025 08:14:55 GMT\n Connection: close\n \n (Request type: HEAD)\n""}"
"2025-09-08 08:45:18 UTC","10.237.31.167","http","80","tcp","nmap.nse.http-methods.tcp.80","{""output""=>""\n Supported Methods: GET POST""}"
"2025-09-08 08:45:18 UTC","10.237.31.167","http","80","tcp","nmap.nse.http-headers.tcp.80","{""output""=>""\n Content-Type: text/html; charset=UTF-8\n Location: https://10.237.31.167/\n X-Frame-Options: SAMEORIGIN\n Date: Mon, 08 Sep 2025 08:14:55 GMT\n Connection: close\n Content-Length: 145\n \n (Request type: GET)\n""}"
"2025-09-08 08:45:18 UTC","10.237.31.167","https","443","tcp","nmap.nse.http-headers.tcp.443","{""output""=>""\n Content-Type: text/html; charset=us-ascii\n Date: Mon, 08 Sep 2025 08:10:03 GMT\n Connection: close\n Content-Length: 315\n \n (Request type: GET)\n""}"
"2025-09-08 08:45:18 UTC","10.172.123.70","https-alt","8443","tcp","nmap.nse.http-methods.tcp.8443","{""output""=>""\n Supported Methods: GET""}"
"2025-09-08 08:45:18 UTC","10.172.123.70","https-alt","8443","tcp","nmap.nse.http-headers.tcp.8443","{""output""=>""\n Content-Length: 6437\n Content-Type: text/html; charset=UTF-8\n Server: Microsoft-HTTPAPI/2.0\n Date: Mon, 08 Sep 2025 08:09:50 GMT\n Connection: close\n \n (Request type: GET)\n""}"
"2025-09-08 08:45:18 UTC","10.80.70.36","http","80","tcp","nmap.nse.http-methods.tcp.80","{""output""=>""\n Supported Methods: OPTIONS TRACE GET HEAD POST\n Potentially risky methods: TRACE""}"
"2025-09-08 08:45:18 UTC","10.80.70.36","http","80","tcp","nmap.nse.http-headers.tcp.80","{""output""=>""\n Content-Length: 31\n Content-Type: text/html\n Last-Modified: Wed, 09 Jan 2019 13:18:27 GMT\n Accept-Ranges: bytes\n ETag: \""83cc1ce1da8d41:0\""\n Server: Microsoft-IIS/10.0\n X-Powered-By: ASP.NET\n Date: Mon, 08 Sep 2025 08:13:58 GMT\n Connection: close\n \n (Request type: HEAD)\n""}"
"2025-09-08 08:45:18 UTC","10.80.70.36","https","443","tcp","nmap.nse.http-methods.tcp.443","{""output""=>""\n Supported Methods: OPTIONS TRACE GET HEAD POST\n Potentially risky methods: TRACE""}"
"2025-09-08 08:45:18 UTC","10.80.70.36","https","443","tcp","nmap.nse.http-headers.tcp.443","{""output""=>""\n Content-Length: 31\n Content-Type: text/html\n Last-Modified: Wed, 09 Jan 2019 13:18:27 GMT\n Accept-Ranges: bytes\n ETag: \""83cc1ce1da8d41:0\""\n Server: Microsoft-IIS/10.0\n X-Powered-By: ASP.NET\n Date: Mon, 08 Sep 2025 08:10:35 GMT\n Connection: close\n \n (Request type: HEAD)\n""}"
"2025-09-08 08:45:18 UTC","10.67.108.106","http","80","tcp","nmap.nse.http-methods.tcp.80","{""output""=>""\n Supported Methods: OPTIONS TRACE GET HEAD POST\n Potentially risky methods: TRACE""}"
"2025-09-08 08:45:18 UTC","10.67.108.106","http","80","tcp","nmap.nse.http-headers.tcp.80","{""output""=>""\n Content-Length: 31\n Content-Type: text/html\n Last-Modified: Wed, 09 Jan 2019 13:18:27 GMT\n Accept-Ranges: bytes\n ETag: \""83cc1ce1da8d41:0\""\n Server: Microsoft-IIS/10.0\n X-Powered-By: ASP.NET\n Date: Mon, 08 Sep 2025 08:13:37 GMT\n Connection: close\n \n (Request type: HEAD)\n""}"
"2025-09-08 08:45:18 UTC","10.67.108.106","https","443","tcp","nmap.nse.http-headers.tcp.443","{""output""=>""\n Content-Length: 31\n Content-Type: text/html\n Last-Modified: Wed, 09 Jan 2019 13:18:27 GMT\n Accept-Ranges: bytes\n ETag: \""83cc1ce1da8d41:0\""\n Server: Microsoft-IIS/10.0\n X-Powered-By: ASP.NET\n Date: Mon, 08 Sep 2025 08:09:51 GMT\n Connection: close\n \n (Request type: HEAD)\n""}"
"2025-09-08 08:45:18 UTC","10.67.108.106","https","443","tcp","nmap.nse.http-methods.tcp.443","{""output""=>""\n Supported Methods: OPTIONS TRACE GET HEAD POST\n Potentially risky methods: TRACE""}"
"2025-09-08 08:45:18 UTC","10.69.72.240","http","80","tcp","nmap.nse.http-methods.tcp.80","{""output""=>""\n Supported Methods: OPTIONS TRACE GET HEAD POST\n Potentially risky methods: TRACE""}"
"2025-09-08 08:45:18 UTC","10.69.72.240","http","80","tcp","nmap.nse.http-headers.tcp.80","{""output""=>""\n Content-Length: 31\n Content-Type: text/html\n Last-Modified: Wed, 09 Jan 2019 13:18:27 GMT\n Accept-Ranges: bytes\n ETag: \""83cc1ce1da8d41:0\""\n Server: Microsoft-IIS/10.0\n X-Powered-By: ASP.NET\n Date: Mon, 08 Sep 2025 08:10:01 GMT\n Connection: close\n \n (Request type: HEAD)\n""}"
"2025-09-08 08:45:18 UTC","10.69.72.240","https","443","tcp","nmap.nse.http-methods.tcp.443","{""output""=>""\n Supported Methods: OPTIONS TRACE GET HEAD POST\n Potentially risky methods: TRACE""}"
"2025-09-08 08:45:18 UTC","10.69.72.240","https","443","tcp","nmap.nse.http-headers.tcp.443","{""output""=>""\n Content-Length: 31\n Content-Type: text/html\n Last-Modified: Wed, 09 Jan 2019 13:18:27 GMT\n Accept-Ranges: bytes\n ETag: \""83cc1ce1da8d41:0\""\n Server: Microsoft-IIS/10.0\n X-Powered-By: ASP.NET\n Date: Mon, 08 Sep 2025 08:16:09 GMT\n Connection: close\n \n (Request type: HEAD)\n""}"
"2025-09-08 08:45:18 UTC","10.67.110.154","http","80","tcp","nmap.nse.http-methods.tcp.80","{""output""=>""\n Supported Methods: GET HEAD POST OPTIONS""}"
"2025-09-08 08:45:18 UTC","10.67.110.154","http","80","tcp","nmap.nse.http-headers.tcp.80","{""output""=>""\n Server: Microsoft-Azure-Application-Gateway/v2\n Date: Mon, 08 Sep 2025 08:16:10 GMT\n Content-Type: text/html\n Content-Length: 195\n Connection: close\n Location: https://10.67.110.154/\n \n (Request type: GET)\n""}"
"2025-09-08 08:45:18 UTC","10.67.110.154","https","443","tcp","nmap.nse.http-headers.tcp.443","{""output""=>""\n Server: Microsoft-Azure-Application-Gateway/v2\n Date: Mon, 08 Sep 2025 08:10:38 GMT\n Content-Type: text/html\n Content-Length: 179\n Connection: close\n \n (Request type: GET)\n""}"
"2025-09-08 08:45:18 UTC","10.183.61.130","http","80","tcp","nmap.nse.http-headers.tcp.80","{""output""=>""\n Server: Microsoft-Azure-Application-Gateway/v2\n Date: Mon, 08 Sep 2025 08:10:08 GMT\n Content-Type: text/html\n Content-Length: 179\n Connection: close\n \n (Request type: GET)\n""}"
"2025-09-08 08:45:18 UTC","10.183.61.130","https","443","tcp","nmap.nse.http-headers.tcp.443","{""output""=>""\n Server: Microsoft-Azure-Application-Gateway/v2\n Date: Mon, 08 Sep 2025 08:14:52 GMT\n Content-Type: text/html\n Content-Length: 179\n Connection: close\n \n (Request type: GET)\n""}"
"2025-09-08 08:45:18 UTC","10.210.211.63","http","80","tcp","nmap.nse.http-enum.tcp.80","{""output""=>""\n /documents/: Potentially interesting folder\n /error/: Potentially interesting folder\n /images/: Potentially interesting folder\n /scripts/: Potentially interesting folder\n /styles/: Potentially interesting folder\n""}"
"2025-09-08 08:45:18 UTC","10.210.211.63","http","80","tcp","nmap.nse.http-methods.tcp.80","{""output""=>""\n Supported Methods: GET POST""}"
"2025-09-08 08:45:18 UTC","10.210.211.63","http","80","tcp","nmap.nse.http-headers.tcp.80","{""output""=>""\n Cache-Control: private, no-store\n Content-Type: text/html; charset=utf-8\n Set-Cookie: ASP.NET_SessionId=yj4dqmvf320riyyvkfk12s2r; path=/; HttpOnly; SameSite=Lax\n X-Frame-Options: SAMEORIGIN\n Date: Mon, 08 Sep 2025 08:16:11 GMT\n Connection: close\n Content-Length: 13158\n \n (Request type: GET)\n""}"
"2025-09-08 08:45:18 UTC","10.210.211.63","http","80","tcp","nmap.nse.http-auth-finder.tcp.80","{""output""=>""\nSpidering limited to: maxdepth=3; maxpagecount=20; withinhost=10.210.211.63\n url method\n http://10.210.211.63:80/ FORM\n http://10.210.211.63:80/Default.aspx FORM\n""}"
"2025-09-08 08:45:18 UTC","10.161.154.129","https","443","tcp","nmap.nse.http-headers.tcp.443","{""output""=>""\n Server: Microsoft-Azure-Application-Gateway/v2\n Date: Mon, 08 Sep 2025 08:14:58 GMT\n Content-Type: text/html\n Content-Length: 179\n Connection: close\n \n (Request type: GET)\n""}"
"2025-09-08 08:45:18 UTC","10.80.23.183","http","80","tcp","nmap.nse.http-headers.tcp.80","{""output""=>""\n Content-Length: 701\n Content-Type: text/html\n Last-Modified: Mon, 01 May 2017 15:43:16 GMT\n Accept-Ranges: bytes\n ETag: \""aef775a691c2d21:0\""\n Server: Microsoft-IIS/8.5\n X-Powered-By: ASP.NET\n Date: Mon, 08 Sep 2025 08:14:54 GMT\n Connection: close\n \n (Request type: HEAD)\n""}"
"2025-09-08 08:45:18 UTC","10.80.23.183","http","80","tcp","nmap.nse.http-methods.tcp.80","{""output""=>""\n Supported Methods: OPTIONS TRACE GET HEAD POST\n Potentially risky methods: TRACE""}"
"2025-09-08 08:45:18 UTC","10.80.10.152","http","80","tcp","nmap.nse.http-methods.tcp.80","{""output""=>""\n Supported Methods: GET POST""}"
"2025-09-08 08:45:18 UTC","10.80.10.152","http","80","tcp","nmap.nse.http-headers.tcp.80","{""output""=>""\n Cache-Control: private, no-store\n Content-Type: text/html; charset=utf-8\n Set-Cookie: ASP.NET_SessionId=loycbdlxefwlvxcclccr3nhu; path=/; HttpOnly\n X-Frame-Options: SAMEORIGIN\n Date: Mon, 08 Sep 2025 08:14:35 GMT\n Connection: close\n Content-Length: 11686\n \n (Request type: GET)\n""}"
"2025-09-08 08:45:18 UTC","10.80.10.152","http","80","tcp","nmap.nse.http-auth-finder.tcp.80","{""output""=>""\nSpidering limited to: maxdepth=3; maxpagecount=20; withinhost=10.80.10.152\n url method\n http://10.80.10.152:80/ FORM\n http://10.80.10.152:80/1 FORM\n http://10.80.10.152:80/Default.aspx FORM\n http://10.80.10.152:80/u;k=new FORM\n http://10.80.10.152:80/default.aspx?ReturnUrl=%2F1 FORM\n http://10.80.10.152:80/event.srcElement FORM\n http://10.80.10.152:80/default.aspx?ReturnUrl=%2Fu%3Bk%3Dnew FORM\n http://10.80.10.152:80/default.aspx?ReturnUrl=%2Fevent.srcElement FORM\n""}"
"2025-09-08 08:45:18 UTC","10.80.10.152","https","443","tcp","nmap.nse.http-headers.tcp.443","{""output""=>""\n Content-Type: text/html; charset=us-ascii\n Server: Microsoft-HTTPAPI/2.0\n Date: Mon, 08 Sep 2025 08:10:44 GMT\n Connection: close\n Content-Length: 315\n \n (Request type: GET)\n""}"
"2025-09-08 08:45:18 UTC","10.162.198.248","http","80","tcp","nmap.nse.http-headers.tcp.80","{""output""=>""\n Cache-Control: private, no-store\n Content-Type: text/html; charset=utf-8\n Set-Cookie: ASP.NET_SessionId=jq2cym0egbw2sc2idbo3r3kd; path=/; HttpOnly; SameSite=Lax\n X-Frame-Options: SAMEORIGIN\n Date: Mon, 08 Sep 2025 08:10:36 GMT\n Connection: close\n Content-Length: 13387\n \n (Request type: GET)\n""}"
"2025-09-08 08:45:18 UTC","10.162.198.248","http","80","tcp","nmap.nse.http-auth-finder.tcp.80","{""output""=>""\nSpidering limited to: maxdepth=3; maxpagecount=20; withinhost=10.162.198.248\n url method\n http://10.162.198.248:80/ FORM\n http://10.162.198.248:80/Default.aspx FORM\n""}"
"2025-09-08 08:45:18 UTC","10.162.198.248","http","80","tcp","nmap.nse.http-methods.tcp.80","{""output""=>""\n Supported Methods: GET POST""}"
"2025-09-08 08:45:18 UTC","10.97.119.225","http","80","tcp","nmap.nse.http-headers.tcp.80","{""output""=>""\n Cache-Control: private, no-store\n Content-Type: text/html; charset=utf-8\n Set-Cookie: ASP.NET_SessionId=pycd2n3g0qlqwdhexr0t05l2; path=/; HttpOnly; SameSite=Lax\n X-Frame-Options: SAMEORIGIN\n Date: Mon, 08 Sep 2025 08:10:10 GMT\n Connection: close\n Content-Length: 13158\n \n (Request type: GET)\n""}"
"2025-09-08 08:45:18 UTC","10.97.119.225","http","80","tcp","nmap.nse.http-methods.tcp.80","{""output""=>""\n Supported Methods: GET POST""}"
"2025-09-08 08:45:18 UTC","10.97.119.225","http","80","tcp","nmap.nse.http-auth-finder.tcp.80","{""output""=>""\nSpidering limited to: maxdepth=3; maxpagecount=20; withinhost=10.97.119.225\n url method\n http://10.97.119.225:80/ FORM\n http://10.97.119.225:80/Default.aspx FORM\n""}"
"2025-09-08 08:45:18 UTC","10.102.237.149","http","80","tcp","nmap.nse.http-methods.tcp.80","{""output""=>""\n Supported Methods: GET POST""}"
"2025-09-08 08:45:18 UTC","10.102.237.149","http","80","tcp","nmap.nse.http-headers.tcp.80","{""output""=>""\n Cache-Control: private, no-store\n Content-Type: text/html; charset=utf-8\n Set-Cookie: ASP.NET_SessionId=rpiddmuzcj0ulbpjnaevlmbh; path=/; HttpOnly; SameSite=Lax\n X-Frame-Options: SAMEORIGIN\n Date: Mon, 08 Sep 2025 08:15:58 GMT\n Connection: close\n Content-Length: 13387\n \n (Request type: GET)\n""}"
"2025-09-08 08:45:18 UTC","10.102.237.149","http","80","tcp","nmap.nse.http-auth-finder.tcp.80","{""output""=>""\nSpidering limited to: maxdepth=3; maxpagecount=20; withinhost=10.102.237.149\n url method\n http://10.102.237.149:80/ FORM\n http://10.102.237.149:80/Default.aspx FORM\n""}"
"2025-09-08 08:45:18 UTC","10.16.249.246","http","80","tcp","nmap.nse.http-headers.tcp.80","{""output""=>""\n Server: Microsoft-Azure-Application-Gateway/v2\n Date: Mon, 08 Sep 2025 08:11:03 GMT\n Content-Type: text/html\n Content-Length: 179\n Connection: close\n \n (Request type: GET)\n""}"
"2025-09-08 08:45:18 UTC","10.16.249.246","https","443","tcp","nmap.nse.http-title.tcp.443","{""output""=>""400 The plain HTTP request was sent to HTTPS port""}"
"2025-09-08 08:45:18 UTC","10.16.249.246","https","443","tcp","nmap.nse.http-headers.tcp.443","{""output""=>""\n Server: Microsoft-Azure-Application-Gateway/v2\n Date: Mon, 08 Sep 2025 08:16:30 GMT\n Content-Type: text/html\n Content-Length: 179\n Connection: close\n \n (Request type: GET)\n""}"
"2025-09-08 08:45:18 UTC","10.161.154.129","http","80","tcp","nmap.nse.http-headers.tcp.80","{""output""=>""\n Server: Microsoft-Azure-Application-Gateway/v2\n Date: Mon, 08 Sep 2025 08:13:57 GMT\n Content-Type: text/html\n Content-Length: 179\n Connection: close\n \n (Request type: GET)\n""}"
"2025-09-08 08:45:18 UTC","10.161.154.129","https","443","tcp","nmap.nse.http-methods.tcp.443","{""output""=>""\n Supported Methods: GET HEAD POST OPTIONS""}"
"2025-09-08 08:45:18 UTC","10.161.154.129","https","443","tcp","nmap.nse.http-title.tcp.443","{""output""=>""404 Not Found""}"
"2025-09-08 08:45:18 UTC","10.80.4.237","http","80","tcp","nmap.nse.http-headers.tcp.80","{""output""=>""\n Content-Length: 703\n Content-Type: text/html\n Last-Modified: Thu, 13 Apr 2023 09:37:57 GMT\n Accept-Ranges: bytes\n ETag: \""d4a130a1eb6dd91:0\""\n Server: Microsoft-IIS/10.0\n Date: Mon, 08 Sep 2025 08:10:39 GMT\n Connection: close\n \n (Request type: HEAD)\n""}"
"2025-09-08 08:45:18 UTC","10.80.4.237","http","80","tcp","nmap.nse.http-methods.tcp.80","{""output""=>""\n Supported Methods: OPTIONS TRACE GET HEAD POST\n Potentially risky methods: TRACE""}"
"2025-09-08 08:45:18 UTC","10.80.4.237","http","80","tcp","nmap.nse.http-enum.tcp.80","{""output""=>""\n /reportserver/: Microsoft SQL Report Service (401 Unauthorized)\n /reports/: Potentially interesting folder (401 Unauthorized)\n""}"
"2025-09-08 08:45:18 UTC","10.91.218.78","https-alt","8443","tcp","nmap.nse.http-methods.tcp.8443","{""output""=>""\n Supported Methods: GET""}"
"2025-09-08 08:45:18 UTC","10.91.218.78","https-alt","8443","tcp","nmap.nse.http-headers.tcp.8443","{""output""=>""\n Content-Length: 6437\n Content-Type: text/html; charset=UTF-8\n Server: Microsoft-HTTPAPI/2.0\n Date: Mon, 08 Sep 2025 08:09:51 GMT\n Connection: close\n \n (Request type: GET)\n""}"
"2025-09-08 08:45:18 UTC","10.74.240.44","https","443","tcp","nmap.nse.http-headers.tcp.443","{""output""=>""\n Content-Type: text/html; charset=us-ascii\n Server: Microsoft-HTTPAPI/2.0\n Date: Mon, 08 Sep 2025 08:15:00 GMT\n Connection: close\n Content-Length: 326\n \n (Request type: GET)\n""}"
"2025-09-08 08:45:18 UTC","10.74.240.44","https-alt","8443","tcp","nmap.nse.http-methods.tcp.8443","{""output""=>""\n Supported Methods: GET""}"
"2025-09-08 08:45:18 UTC","10.74.240.44","https-alt","8443","tcp","nmap.nse.http-headers.tcp.8443","{""output""=>""\n Content-Length: 6437\n Content-Type: text/html; charset=UTF-8\n Server: Microsoft-HTTPAPI/2.0\n Date: Mon, 08 Sep 2025 08:13:49 GMT\n Connection: close\n \n (Request type: GET)\n""}"
"2025-09-08 08:45:19 UTC","10.47.159.57","http","80","tcp","nmap.nse.http-headers.tcp.80","{""output""=>""\n Content-Type: text/html; charset=us-ascii\n Server: Microsoft-HTTPAPI/2.0\n Date: Mon, 08 Sep 2025 08:15:57 GMT\n Connection: close\n Content-Length: 315\n \n (Request type: GET)\n""}"
"2025-09-08 08:45:19 UTC","10.214.27.37","http","80","tcp","nmap.nse.http-headers.tcp.80","{""output""=>""\n Content-Type: text/html; charset=UTF-8\n Location: https://www.org-domain4.com/\n Server: Microsoft-IIS/10.0\n X-Powered-By: ASP.NET\n Date: Mon, 08 Sep 2025 08:13:43 GMT\n Connection: close\n Content-Length: 150\n \n (Request type: GET)\n""}"
"2025-09-08 08:45:19 UTC","10.214.27.37","http","80","tcp","nmap.nse.http-methods.tcp.80","{""output""=>""\n Supported Methods: GET HEAD POST OPTIONS""}"
"2025-09-08 08:45:19 UTC","10.214.27.37","https","443","tcp","nmap.nse.http-methods.tcp.443","{""output""=>""\n Supported Methods: OPTIONS TRACE GET HEAD POST\n Potentially risky methods: TRACE""}"
"2025-09-08 08:45:19 UTC","10.214.27.37","https","443","tcp","nmap.nse.http-headers.tcp.443","{""output""=>""\n Cache-Control: private\n Content-Length: 12266\n Content-Type: text/html; charset=utf-8\n Server: Microsoft-IIS/10.0\n Set-Cookie: ASP.NET_SessionId=5xnnuu55weobxe55y54cfwae; path=/; HttpOnly\n X-Powered-By: ASP.NET\n Date: Mon, 08 Sep 2025 08:16:31 GMT\n Connection: close\n \n (Request type: HEAD)\n""}"
"2025-09-08 08:45:19 UTC","10.84.194.43","http","80","tcp","nmap.nse.http-methods.tcp.80","{""output""=>""\n Supported Methods: GET HEAD POST OPTIONS""}"
"2025-09-08 08:45:19 UTC","10.84.194.43","http","80","tcp","nmap.nse.http-headers.tcp.80","{""output""=>""\n Content-Type: text/html; charset=UTF-8\n Location: https://www.org-domain4.com/\n Server: Microsoft-IIS/10.0\n X-Powered-By: ASP.NET\n Date: Mon, 08 Sep 2025 08:10:20 GMT\n Connection: close\n Content-Length: 150\n \n (Request type: GET)\n""}"
"2025-09-08 08:45:19 UTC","10.84.194.43","https","443","tcp","nmap.nse.http-headers.tcp.443","{""output""=>""\n Cache-Control: private\n Content-Length: 12266\n Content-Type: text/html; charset=utf-8\n Server: Microsoft-IIS/10.0\n Set-Cookie: ASP.NET_SessionId=culh42b0xmqxea45iihqhd55; path=/; HttpOnly\n X-Powered-By: ASP.NET\n Date: Mon, 08 Sep 2025 08:14:44 GMT\n Connection: close\n \n (Request type: HEAD)\n""}"
"2025-09-08 08:45:19 UTC","10.84.194.43","https","443","tcp","nmap.nse.http-methods.tcp.443","{""output""=>""\n Supported Methods: OPTIONS TRACE GET HEAD POST\n Potentially risky methods: TRACE""}"
"2025-09-08 08:45:19 UTC","10.84.194.43","https","443","tcp","nmap.nse.http-auth-finder.tcp.443","{""output""=>""\nSpidering limited to: maxdepth=3; maxpagecount=20; withinhost=10.84.194.43\n url method\n https://10.84.194.43:443/ FORM\n https://10.84.194.43:443/default.aspx FORM\n""}"
"2025-09-08 08:45:19 UTC","10.4.64.221","https-alt","8443","tcp","nmap.nse.http-headers.tcp.8443","{""output""=>""\n Content-Length: 6437\n Content-Type: text/html; charset=UTF-8\n Server: Microsoft-HTTPAPI/2.0\n Date: Mon, 08 Sep 2025 08:13:56 GMT\n Connection: close\n \n (Request type: GET)\n""}"
"2025-09-08 08:45:19 UTC","10.84.185.246","https","443","tcp","nmap.nse.http-headers.tcp.443","{""output""=>""\n Content-Type: text/html; charset=us-ascii\n Server: Microsoft-HTTPAPI/2.0\n Date: Mon, 08 Sep 2025 08:10:38 GMT\n Connection: close\n Content-Length: 315\n \n (Request type: GET)\n""}"
"2025-09-08 10:30:07 UTC","10.69.72.240","http","80","tcp","nmap.nse.http-csrf.tcp.80","{""output""=>""Couldn't find any CSRF vulnerabilities.""}"
"2025-09-08 10:30:07 UTC","10.69.72.240","http","80","tcp","nmap.nse.http-dombased-xss.tcp.80","{""output""=>""Couldn't find any DOM based XSS.""}"
"2025-09-08 10:30:07 UTC","10.69.72.240","http","80","tcp","nmap.nse.http-stored-xss.tcp.80","{""output""=>""Couldn't find any stored XSS vulnerabilities.""}"
"2025-09-08 10:30:21 UTC","10.69.72.240","https","443","tcp","nmap.nse.ssl-enum-ciphers.tcp.443","{""output""=>""\n TLSv1.2: \n ciphers: \n TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384 (ecdh_x25519) - A\n TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256 (ecdh_x25519) - A\n compressors: \n NULL\n cipher preference: server\n least strength: A""}"
"2025-09-08 11:03:29 UTC","10.69.72.240","https","443","tcp","nmap.nse.http-dombased-xss.tcp.443","{""output""=>""Couldn't find any DOM based XSS.""}"
"2025-09-08 11:03:29 UTC","10.69.72.240","https","443","tcp","nmap.nse.http-stored-xss.tcp.443","{""output""=>""Couldn't find any stored XSS vulnerabilities.""}"
"2025-09-08 11:03:29 UTC","10.69.72.240","https","443","tcp","nmap.nse.http-csrf.tcp.443","{""output""=>""Couldn't find any CSRF vulnerabilities.""}"
"2025-09-08 11:13:13 UTC","10.80.70.36","http","80","tcp","nmap.nse.http-dombased-xss.tcp.80","{""output""=>""Couldn't find any DOM based XSS.""}"
"2025-09-08 11:13:13 UTC","10.80.70.36","http","80","tcp","nmap.nse.http-csrf.tcp.80","{""output""=>""Couldn't find any CSRF vulnerabilities.""}"
"2025-09-08 11:13:13 UTC","10.80.70.36","http","80","tcp","nmap.nse.http-stored-xss.tcp.80","{""output""=>""Couldn't find any stored XSS vulnerabilities.""}"
"2025-09-08 11:13:27 UTC","10.80.70.36","https","443","tcp","nmap.nse.ssl-enum-ciphers.tcp.443","{""output""=>""\n TLSv1.2: \n ciphers: \n TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384 (ecdh_x25519) - A\n TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256 (ecdh_x25519) - A\n compressors: \n NULL\n cipher preference: server\n least strength: A""}"
"2025-09-08 11:15:52 UTC","10.80.70.36","https","443","tcp","nmap.nse.http-dombased-xss.tcp.443","{""output""=>""Couldn't find any DOM based XSS.""}"
"2025-09-08 11:15:52 UTC","10.80.70.36","https","443","tcp","nmap.nse.http-csrf.tcp.443","{""output""=>""Couldn't find any CSRF vulnerabilities.""}"
"2025-09-08 11:15:52 UTC","10.80.70.36","https","443","tcp","nmap.nse.http-stored-xss.tcp.443","{""output""=>""Couldn't find any stored XSS vulnerabilities.""}"
"2025-09-08 11:16:07 UTC","10.84.185.246","https","443","tcp","nmap.nse.ssl-enum-ciphers.tcp.443","{""output""=>""\n TLSv1.2: \n ciphers: \n TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384 (secp384r1) - A\n TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256 (secp256r1) - A\n TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA384 (secp384r1) - A\n TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA256 (secp256r1) - A\n compressors: \n NULL\n cipher preference: server\n TLSv1.3: \n ciphers: \n TLS_AKE_WITH_AES_256_GCM_SHA384 (secp384r1) - A\n TLS_AKE_WITH_AES_128_GCM_SHA256 (secp256r1) - A\n cipher preference: server\n least strength: A""}"
"2025-09-08 11:50:05 UTC","10.84.185.246","https","443","tcp","nmap.nse.http-csrf.tcp.443","{""output""=>""Couldn't find any CSRF vulnerabilities.""}"
"2025-09-08 11:50:05 UTC","10.84.185.246","https","443","tcp","nmap.nse.http-dombased-xss.tcp.443","{""output""=>""Couldn't find any DOM based XSS.""}"
"2025-09-08 11:50:05 UTC","10.84.185.246","https","443","tcp","nmap.nse.http-stored-xss.tcp.443","{""output""=>""Couldn't find any stored XSS vulnerabilities.""}"
"2025-09-08 11:58:34 UTC","10.16.249.246","http","80","tcp","nmap.nse.http-stored-xss.tcp.80","{""output""=>""Couldn't find any stored XSS vulnerabilities.""}"
